track_id,nfl_id,player,jersey,pos,team,n_obs,n_overlap_frames,match_cost_yd,pos_rmse_yd,pos_mean_yd,pos_p50_yd,pos_p90_yd,speed_rmse_yds,speed_corr,speed_mean_us_yds,speed_mean_ngs_yds,accel_rmse_yds2,accel_corr
11,2558125,Patrick Mahomes,15,QB,KC,79,79,0.34597280499396604,0.43074439579390833,0.34597280499396604,0.23296777366084193,0.652931800533304,0.9580832810660861,0.797725907808508,1.1328774034483013,0.719493670886076,5.282547515678977,0.30689969463013084
12,2540164,Tony Jefferson,23,SS,BAL,126,126,0.3302887397549871,0.3981177247480953,0.3302887397549871,0.25763117766382804,0.7296326023968644,0.7477919892339665,0.9798638717340921,5.358558958714551,5.2046825396825405,5.979058948472326,0.20932094961431696
13,2560947,Kenny Young,40,LB,BAL,92,92,0.2648836767912114,0.3099800398926475,0.26488367679121133,0.22406404677941028,0.5137813349270534,1.0170515185648719,0.8969791975685464,2.6128947844970205,2.3455434782608697,7.869360425286421,0.1947156559533391
14,2556650,Michael Pierce,97,DT,BAL,82,82,0.4523344528299237,0.47094708747642133,0.4523344528299237,0.46040844375893664,0.5846651238499075,0.7650314708727046,0.831561993766257,1.108755289163192,0.8965853658536589,5.882270869841724,0.22960227156787777
15,2541302,Brandon Williams,98,DT,BAL,70,70,0.6066291991580696,0.7812457935737586,0.6066291991580696,0.5117154688905419,0.6487560908308236,0.8491703884070999,0.8909768658874465,1.2898069949335291,0.9211428571428572,5.811175520775054,0.3467608924696499
16,2556642,Patrick Onwuasor,48,ILB,BAL,93,93,0.38232624059530335,0.45969570462543957,0.38232624059530335,0.2887651098163891,0.7972962988315132,1.0256721534289264,0.9133583721627971,2.7505987036463124,2.4849462365591397,7.176861675548345,0.3088510911644894
17,2552240,Cameron Erving,75,G,KC,79,79,0.34377428413027633,0.4657410371810143,0.34377428413027633,0.14882425723750276,0.8366259724766056,0.8661846552133519,0.8154324019528664,1.21529865832715,0.8467088607594937,5.585475833970454,0.31825696312430374
18,4365,Brandon Carr,24,CB,BAL,103,103,0.31280672287684474,0.3489960538052273,0.31280672287684474,0.29383981253965186,0.5506678650354065,0.956677091470414,0.9390369257075921,3.226527163602371,2.916893203883495,7.328928266628967,0.12269967352502106
19,2559354,Andrew Wylie,77,OT,KC,80,80,0.2714422764795531,0.32072843645356736,0.2714422764795531,0.19321094682585788,0.5704938811246799,0.8382994079201911,0.7918728312003109,1.1787215606193346,0.8094999999999999,4.813082018942092,0.4063159484668045
20,2532945,Mitchell Schwartz,71,T,KC,79,79,0.2931561175265843,0.3407906836968796,0.29315611752658427,0.22181559613504992,0.5130538469800233,1.2205565371507234,0.8272747394454641,1.9239931039729765,1.3553164556962025,8.720279256676763,-0.03657915215410036
21,2553452,Austin Reiter,62,C,KC,79,79,4.070219735523302,6.674962172461638,4.070219735523302,0.3253231649031482,13.57352672647843,2.0621800794312817,0.6094753659404023,2.0049444097098283,0.8613924050632911,7.81184781420499,0.122938653586007
22,2543816,Laurent Duvernay-Tardif,76,G,KC,81,81,0.44012746601337177,0.5137362978563611,0.44012746601337177,0.3887580598501657,0.6124188399238721,1.464356711395048,0.6764932480707829,1.58183438048162,0.9318518518518519,9.543855959035074,0.12352074093847275
